ds,yhat,yhat_lower,yhat_upper
2025-03-18,5143448.161084952,2496988.724439191,7926482.901688702
2025-03-19,4735580.18898178,2125730.574534592,7602333.293030484
2025-03-20,4365668.817150795,1747813.675827231,7004443.179787432
2025-03-21,5116858.116308188,2379723.8987198006,7372562.1485652365
2025-03-22,4929454.2692712005,2270944.9133372423,7354754.30079573
2025-03-23,4497377.119528805,1919123.6913234447,6930923.006848082
2025-03-24,4620236.117740519,1994499.7472063887,7460465.543347649
2025-03-25,5105481.702359829,2564273.5490054707,7649535.854186347
2025-03-26,4794250.197481447,2223831.10655437,7364021.913157965
2025-03-27,4522448.529549372,2010103.181270806,7099087.466979394
2025-03-28,5371895.549213164,2613500.879198413,7929207.6366225695
2025-03-29,5281500.924025132,2769670.3750781394,7912545.274177678
2025-03-30,4943735.82174614,2348040.5954469442,7439637.4070087075
2025-03-31,5156730.911172883,2412280.171598672,7750469.921611607
